stationid,lat,lon
148185,61.4199981689453,23.5799999237061
148518,-17.75,177.449996948242
148851,-18.1299991607666,178.419998168945
149184,-51.8199996948242,-58.4500007629395
149517,50.1300010681152,1.83000004291534
149850,41.9199981689453,8.80000019073486
150183,42.5499992370605,9.47999954223633
150516,43.4700012207031,-1.52999997138977
150849,44.8300018310547,-0.699999988079071
151182,48.4500007629395,-4.40999984741211
151515,50.9500007629395,1.83000004291534
151848,43.5499992370605,6.94999980926514
152181,49.7200012207031,-1.92999994754791
152514,48.4700012207031,1.51999998092651
152847,47.8499984741211,4.55000019073486
153180,49.6500015258789,-1.47000002861023
153513,49.9300003051758,1.10000002384186
153846,47.2700004577637,5.07999992370605
154512,45.3699989318848,5.32999992370605
154845,46.1500015258789,-1.14999997615814
155178,49.5200004577637,0.0700000002980232
155511,47.9300003051758,0.200000002980232
155844,50.5699996948242,3.09999990463257
156177,45.8699989318848,1.17999994754791
156510,45.7400016784668,5.07999992370605
156843,43.4599990844727,5.23999977111816
157509,46.6500015258789,4.42999982833862
157842,44.5800018310547,4.73000001907349
158175,48.6800003051758,6.21999979019165
158508,47.1699981689453,-1.60000002384186
158841,43.6500015258789,7.19999980926514
159174,47.9014015197754,1.90400004386902
159507,48.9700012207031,2.46000003814697
160506,42.7015991210938,2.89420008659363
160839,47.9700012207031,-4.17000007629395
161505,48.0699996948242,-1.73000001907349
161838,49.3800010681152,1.17999994754791
162171,45.5299987792969,4.30000019073486
162504,47.3199996948242,-2.17000007629395
162837,48.5499992370605,7.63000011444092
163170,43.6300010681152,1.37000000476837
163503,47.4500007629395,0.720000028610229
163836,48.7700004577637,2.01999998092651
164169,13.3599996566772,-16.7999992370605
164502,19.2800006866455,-81.3499984741211
164835,12,-61.7799987792969
165168,41.689998626709,44.9500007629395
165501,5.59999990463257,-0.170000001788139
165834,36.1500015258789,-5.34999990463257
166500,13.4799995422363,144.800003051758
166833,9.56999969482422,-13.6300001144409
167166,0.46000000834465,9.42000007629395
167499,3.75,8.77999973297119
167832,37.9099998474121,23.7299995422363
168165,35.3300018310547,25.1800003051758
168498,40.9900016784668,24.6000003814697
168831,39.6199989318848,19.9300003051758
169164,36.7900009155273,27.0699996948242
169497,39.6300010681152,22.4200000762939
169830,39.9199981689453,25.2299995422363
170163,37.4599990844727,25.3400001525879
170496,37.0999984741211,25.3799991607666
170829,37.9799995422363,23.5699996948242
171162,36.4000015258789,28.0799999237061
171495,37.7099990844727,26.9300003051758
171828,36.4000015258789,25.4899997711182
172161,39.1800003051758,23.5
172494,38.9700012207031,24.4799995422363
172827,40.5200004577637,22.9799995422363
173160,14.5799999237061,-90.5100021362305
173493,11.8800001144409,-15.6400003433228
173826,6.5,-58.25
174159,18.5799999237061,-72.3000030517578
174492,-15.9300003051758,-5.67000007629395
175158,14.0500001907349,-87.2200012207031
175491,47.439998626709,19.1800003051758
175824,46.9199981689453,18.0499992370605
176157,12.3500003814697,-1.51999998092651
176490,-6.88000011444092,107.599998474121
176823,-8.75,115.180000305176
177156,-6.11999988555908,106.650001525879
177822,-2.90000009536743,104.699996948242
178155,-2.07999992370605,126
178488,-6.96999979019165,110.419998168945
178821,-2.59999990463257,140.619995117188
179154,-7.36999988555908,112.769996643066
179487,-7.86999988555908,110.919998168945
180153,51.8499984741211,-8.47999954223633
180486,54.6599998474121,-8.11999988555908
180819,53.4300003051758,-6.23999977111816
181152,53.2799987792969,-9.03999996185303
181485,55.3800010681152,-7.32000017166138
181818,52.7099990844727,-8.90999984741211
182151,63.9700012207031,-22.6000003814697
182484,64.129997253418,-21.8999996185303
182817,65.0800018310547,-22.7299995422363
183150,27.1599998474121,77.9800033569336
183816,25.4500007629395,81.7300033569336
184149,31.6299991607666,74.870002746582
184482,12.9700002670288,77.5800018310547
184815,28.3700008392334,79.4000015258789
185148,22.2999992370605,73.1999969482422
185481,19.3199996948242,84.7799987792969
185814,23.2800006866455,77.3499984741211
186147,20.25,85.8300018310547
186480,19.1200008392334,72.8499984741211
187479,11.0299997329712,77.0500030517578
187812,27.0300006866455,88.2699966430664
188478,15.4899997711182,73.8199996948242
188811,26.2299995422363,78.25
189477,17.4500007629395,78.4700012207031
189810,24.7700004577637,93.9000015258789
190143,22.7199993133545,75.8000030517578
190476,23.2000007629395,79.9499969482422
190809,26.8299999237061,75.8000030517578
191142,22.8199996948242,86.1800003051758
191475,16.9500007629395,82.2300033569336
192141,26.8700008392334,80.9300003051758
192474,13,80.1800003051758
192807,9.92000007629395,78.120002746582
193140,12.9200000762939,74.879997253418
193473,28.9799995422363,77.6999969482422
193806,12.3000001907349,76.6500015258789
194139,21.1000003814697,79.0500030517578
194472,28.5699996948242,77.120002746582
194805,25.6000003814697,85.0999984741211
195138,18.5300006866455,73.8499984741211
195471,23.3199996948242,85.3199996948242
195804,11.6499996185303,78.1699981689453
196137,17.6700000762939,75.9000015258789
196470,34.0800018310547,74.8300018310547
196803,21.2000007629395,72.8300018310547
197802,25.4500007629395,82.870002746582
198135,30.4200000762939,47.6500015258789
198468,33.2400016784668,44.2299995422363
199134,30.3700008392334,48.25
199800,32.6199989318848,51.6699981689453
200799,36.2700004577637,59.6300010681152
201132,29.5300006866455,52.5800018310547
201798,35.6800003051758,51.3499984741211
202131,29.5499992370605,34.9599990844727
202464,32.7999992370605,35.0299987792969
202797,31.7800006866455,35.2200012207031
203130,32.0999984741211,34.7799987792969
203463,5.25,-3.9300000667572
204129,41.1300010681152,16.7800006866455
204462,44.5299987792969,11.3000001907349
204795,46.4700012207031,11.3299999237061
205128,40.6500015258789,17.9500007629395
205461,39.2599983215332,9.05000019073486
205794,37.4700012207031,15.0600004196167
206127,44.2200012207031,12.3000001907349
206460,42.0299987792969,11.8299999237061
206793,39,17.0699996948242
207126,43.7999992370605,11.1999998092651
207459,44.4199981689453,8.85000038146973
207792,35.5,12.6000003814697
208125,38.2000007629395,15.5500001907349
208458,45.4300003051758,9.27999973297119
208791,40.8499984741211,14.3000001907349
209124,45.4199981689453,11.8800001144409
209457,38.1800003051758,13.1000003814697
209790,36.8199996948242,11.9700002670288
210456,43.0900001525879,12.5100002288818
210789,42.4300003051758,14.1999998092651
211122,43.6800003051758,10.3800001144409
211455,38.0800018310547,15.6599998474121
211788,44.0299987792969,12.6199998855591
212121,41.7999992370605,12.2299995422363
212454,37.9199981689453,12.5100002288818
212787,45.6500015258789,13.7600002288818
213120,45.2200012207031,7.65000009536743
213453,45.5099983215332,12.3400001525879
213786,45.4599990844727,11
214119,29.6299991607666,35.0200004577637
214452,31.9799995422363,35.9799995422363
214785,31.8700008392334,35.5
215118,17.9300003051758,-76.7799987792969
215451,18.5,-77.9199981689453
215784,39.7200012207031,140.100006103516
216117,40.8199996948242,140.770004272461
216450,35.5999984741211,140.100006103516
216783,35.3199996948242,138.869995117188
217116,33.5800018310547,130.380004882813
217449,37.75,140.470001220703
218115,34.4000015258789,132.470001220703
219114,34.6800003051758,135.179992675781
220113,32.8199996948242,130.720001220703
220446,35.0200004577637,135.729995727539
220779,36.4000015258789,139.070007324219
221112,35.4500007629395,133.070007324219
221445,33.8300018310547,132.779998779297
221778,36.3800010681152,140.470001220703
222111,39.7000007629395,141.169998168945
222444,36.6699981689453,138.199996948242
223110,35.25,136.929992675781
223443,26.2000007629395,127.680000305176
223776,34.6800003051758,135.830001831055
224109,37.9199981689453,139.050003051758
224775,34.6500015258789,133.919998168945
225108,34.7799987792969,135.449996948242
225774,36.2000007629395,133.330001831055
226440,38.2700004577637,140.899993896484
226773,34.9700012207031,138.399993896484
227106,34.3199996948242,134.050003051758
227439,34.0699996948242,134.580001831055
227772,35.5499992370605,139.779998779297
228438,36.7000007629395,137.199996948242
229104,35.8499984741211,139.649993896484
229437,36.5200004577637,139.869995117188
230103,38.25,140.350006103516
230436,34.1500015258789,131.449996948242
230769,35.4300003051758,139.649993896484
231102,6.96999979019165,158.220001220703
231435,1.35000002384186,172.919998168945
231768,-0.100000001490116,34.75
232101,-3.23000001907349,40.0999984741211
232434,-4.03000020980835,39.6300010681152
232767,-1.32000005245209,36.9199981689453
233100,-0.270000010728836,36.0999984741211
233766,36.6300010681152,127.430000305176
234099,35.8199996948242,127.150001525879
235764,35.1300010681152,126.919998168945
236097,35.8499984741211,129.220001220703
237096,35.0999984741211,129.029998779297
237429,37.5499992370605,126.800003051758
238095,35.8800010681152,128.619995117188
239094,11.5500001907349,104.849998474121
239427,41.7799987792969,129.820007324219
239760,39.0400009155273,125.779998779297
240093,-21.1900005340576,-159.809997558594
240426,29.2199993133545,47.9799995422363
240759,42.8499984741211,74.5299987792969
241092,42.8300018310547,75.2799987792969
242757,17.9500007629395,102.569999694824
243090,33.8199996948242,35.4900016784668
243423,34.4500007629395,35.7999992370605
243756,14.0299997329712,-61
244089,6.30000019073486,-10.8000001907349
244422,54.6399993896484,25.2900009155273
244755,56.9700012207031,24.0499992370605
245088,49.6300010681152,6.21999979019165
245421,32.0800018310547,20.2700004577637
245754,31.2000007629395,16.5799999237061
246087,32.0999984741211,23.9200000762939
246420,32.6699981689453,13.1499996185303
246753,30.3799991607666,-9.5600004196167
247086,33.5699996948242,-7.67000007629395
247419,34.0499992370605,-6.76999998092651
247752,35.7299995422363,-5.90000009536743
248085,16.2700004577637,-61.5200004577637
248418,-18.7999992370605,47.4799995422363
248751,-12.3500003814697,49.2999992370605
249084,-25.0300006866455,46.9500007629395
249417,7.07999992370605,171.380004882813
249750,12.5299997329712,-7.94000005722046
250083,13.0699996948242,-9.47000026702881
250416,16.7199993133545,-3
250749,41.9700012207031,21.6599998474121
251082,35.8499984741211,14.4799995422363
251415,43.7299995422363,7.42000007629395
251748,18.0499992370605,-63.1199989318848
252747,48.0200004577637,91.6500015258789
253080,14.6000003814697,-61
253746,3.13000011444092,101.559997558594
254079,2.26999998092651,102.25
254412,5.30000019073486,100.279998779297
254745,18.1100006103516,-15.9399995803833
255078,22.2000007629395,113.529998779297
255411,4.21000003814697,73.5299987792969
255744,-15.6800003051758,34.9700012207031
256077,-13.7799997329712,33.7700004577637
256743,-12.9200000762939,34.2700004577637
257076,-13.75,34.5800018310547
257409,16.8299999237061,-99.9300003051758
257742,21.1700000762939,-86.8300018310547
258075,28.6299991607666,-106.080001831055
258408,20.5300006866455,-86.9300003051758
258741,20.5200004577637,-103.319999694824
259074,24.1700000762939,-110.419998168945
259407,23.2000007629395,-106.419998168945
259740,20.9799995422363,-89.6500015258789
260073,19.4300003051758,-99.0999984741211
260406,25.8700008392334,-100.230003356934
260739,19.0300006866455,-98.1999969482422
261072,20.6800003051758,-105.25
261405,22.2199993133545,-97.8499984741211
262071,23.75,-99.129997253418
263070,-25.9200000762939,32.5699996948242
263403,-15.1000003814697,39.2799987792969
263736,-16.1800003051758,33.5800018310547
264069,-22.2700004577637,166.449996948242
264402,-9.43000030517578,147.199996948242
264735,6.32999992370605,5.63000011444092
265068,7.42999982833862,3.90000009536743
265401,6.57999992370605,3.32999992370605
266067,12.1499996185303,-86.1699981689453
266400,52.310001373291,4.78000020980835
266733,52.0999984741211,5.17999982833862
267066,53.1300010681152,6.57999992370605
267732,52.5299987792969,5.42999982833862
268065,52.4700012207031,4.57999992370605
268398,51.9500007629395,4.44999980926514
268731,53,4.71999979019165
269064,52.0900001525879,5.13000011444092
269397,51.4500007629395,3.59999990463257
269730,-22.8799991607666,14.4300003051758
270063,-22.5599994659424,17.1100006103516
270396,60.2999992370605,5.23000001907349
270729,67.2699966430664,14.3699998855591
271062,59.1800003051758,6.07000017166138
271395,61.5800018310547,5.03000020980835
271728,70.6699981689453,23.6700000762939
272061,70.9300003051758,-8.67000007629395
272394,58.2000007629395,8.07999992370605
272727,68.4700012207031,17.5
273060,59.3199996948242,10.4499998092651
273393,60.2099990844727,11.0900001525879
273726,58.8800010681152,5.63000011444092
274059,78.25,15.4700002670288
274392,69.6800003051758,18.9200000762939
274725,63.4700012207031,10.9300003051758
275058,27.7000007629395,85.370002746582
275391,13.4799995422363,2.17000007629395
275724,12.5,-70.0199966430664
276390,-17.7000007629395,168.300003051758
276723,-0.529999971389771,166.919998168945
277056,-37.0099983215332,174.800003051758
277389,-43.4799995422363,172.559997558594
277722,-45.9300003051758,170.199996948242
278388,-39.0200004577637,174.179992675781
278721,-45.0200004577637,168.729995727539
279054,-38.1199989318848,176.320007324219
279387,-38.6800003051758,176.080001831055
279720,-41.3300018310547,174.800003051758
280053,20.6700000762939,58.9000015258789
280386,23.5900001525879,58.2799987792969
280719,17.0300006866455,54.0800018310547
281052,47,15.4300003051758
281385,47.2700004577637,11.3500003814697
281718,46.6500015258789,14.3299999237061
282384,47.7999992370605,13
282717,48.1300010681152,16.5699996948242
283716,-23.1299991607666,-134.970001220703
284049,-17.5499992370605,-149.619995117188
284382,10.6700000762939,122.949996948242
285048,10.3000001907349,123.900001525879
285381,7.11999988555908,125.650001525879
285714,6.11999988555908,125.180000305176
286047,13.1300001144409,123.730003356934
286380,14.5200004577637,121
287379,14.6300001144409,121.029998779297
288045,6.90000009536743,122.069999694824
289044,25.3799991607666,68.4199981689453
289377,33.6199989318848,73.0999984741211
290376,31.5200004577637,74.4100036621094
290709,30.2000007629395,71.4300003051758
291042,34.0200004577637,71.5800018310547
291375,33.5999984741211,73.0699996948242
291708,27.7000007629395,68.870002746582
292041,54.3800010681152,18.4699993133545
292707,50.0800018310547,19.7999992370605
293373,52.4199981689453,16.8299999237061
293706,53.4000015258789,14.6199998855591
294039,52.1699981689453,20.9799995422363
294372,51.1300010681152,16.9799995422363
294705,8.92000007629395,-79.5999984741211
295038,37.0200004577637,-7.96000003814697
295371,32.689998626709,-16.8999996185303
295704,38.7799987792969,-9.11999988555908
296037,41.2299995422363,-8.68000030517578
296370,-13.5500001907349,-71.9800033569336
296703,-11.9899997711182,-77.1100006103516
297036,18.0200004577637,-66.5699996948242
297369,18.4500007629395,-66
297702,-25.2700004577637,-57.6300010681152
298035,-19.5300006866455,-59.3699989318848
298368,25.25,51.5699996948242
299034,64.7799987792969,177.570007324219
299367,56.4500007629395,138.169998168945
299700,68.75,161.300003051758
300033,52.0299987792969,113.550003051758
300366,79.5500030517578,90.620002746582
300699,52.2700004577637,104.349998474121
301032,48.5,135.100006103516
301365,71.9700012207031,102.5
302031,56.0200004577637,92.8000030517578
303363,49.2200012207031,143.100006103516
304029,56.1800003051758,131
304362,64.2799987792969,100.25
305028,67.5800018310547,133.449996948242
305361,43.1199989318848,131.899993896484
305694,-22.3199996948242,40.3300018310547
306027,-17.0499992370605,42.7000007629395
306360,-20.8799991607666,55.5200004577637
306693,42.6500015258789,18.0799999237061
307026,45.1699981689453,18
307359,45.8199996948242,15.9799995422363
307692,44.5,26.1299991607666
308025,69.7699966430664,61.6800003051758
308358,64.5299987792969,40.4700012207031
308691,46.2700004577637,48.0299987792969
309024,53.4000015258789,83.6999969482422
309357,58.4199981689453,58.8800010681152
309690,55.1699981689453,61.4000015258789
310023,69.4199981689453,86.25
310356,57.2000007629395,41.7000007629395
310689,56.8499984741211,53.2299995422363
311022,55.7799987792969,49.1800003051758
311355,55.3800010681152,86.0699996948242
311688,61,69.0999984741211
312021,58.5999984741211,49.6300010681152
312354,45.0299987792969,39.1500015258789
312687,53.3499984741211,59.0800018310547
313020,55.75,37.6300010681152
313353,68.9700012207031,33.0499992370605
313686,57.8800010681152,60.0699996948242
314352,55.0299987792969,82.9000015258789
315018,54.9300003051758,73.4000015258789
315351,51.7799987792969,55.2200012207031
315684,65.4199981689453,57.0299987792969
316017,53.1300010681152,45.0200004577637
316350,57.9500007629395,56.2000007629395
316683,53.8800010681152,86.75
317682,58,38.8300018310547
318015,53.2000007629395,50.1500015258789
318348,51.5699996948242,46.0299987792969
318681,59.9700012207031,30.2999992370605
319014,56.4300003051758,85.9700012207031
319347,54.2000007629395,37.6500015258789
319680,56.8300018310547,35.9000015258789
320013,54.75,56
320346,56.1300010681152,40.3800010681152
320679,48.6800003051758,44.3499984741211
321012,51.7000007629395,39.1699981689453
322011,-1.97000002861023,30.1200008392334
322344,6.82000017166138,79.879997253418
322677,9.67000007629395,80
323010,-4.67000007629395,55.5200004577637
323676,26.2700004577637,50.1500015258789
324009,21.5,39.2000007629395
324342,21.4799995422363,39.8300018310547
324675,24.7199993133545,46.7200012207031
325341,14.7299995422363,-17.5
325674,2.02999997138977,45.3600006103516
326007,5.92999982833862,116.050003051758
326340,1.48000001907349,110.330001831055
326673,8.63000011444092,-13.1899995803833
327006,5.82000017166138,-55.1800003051758
327339,57.9199981689453,19.1299991607666
327672,57.6800003051758,12.3000001907349
328005,57.7700004577637,14.0799999237061
328671,58.5800018310547,16.1499996185303
329004,63.1800003051758,14.5
329337,58.4500007629395,13.9700002670288
329670,59.3499984741211,17.9599990844727
330003,-8.31999969482422,157.25
330336,38.3699989318848,-0.490000009536743
330669,36.8600006103516,-2.38000011444092
331002,37.1500015258789,-3.61999988555908
331335,41.2900009155273,2.0699999332428
331668,43.2999992370605,-2.9300000667572
332001,37.8600006103516,-4.82999992370605
332334,28.4500007629395,-13.8699998855591
332667,41.9000015258789,2.77999997138977
333000,37.1800003051758,-3.76999998092651
333333,37.2799987792969,-6.92000007629395
333666,35.9000015258789,-3.02999997138977
333999,43.3800010681152,-8.42000007629395
334332,28.9599990844727,-13.5900001525879
334665,40.4500007629395,-3.54999995231628
334998,39.8699989318848,4.23000001907349
335331,36.6699981689453,-4.46999979019165
335664,38.0099983215332,-1.16999995708466
335997,39.5499992370605,2.74000000953674
336330,42.7799987792969,-1.62999999523163
336663,39.8800010681152,3.01999998092651
336996,43.2999992370605,-2.03999996185303
337329,43.4700012207031,-3.8199999332428
337662,37.4199981689453,-5.90000009536743
337995,41.1199989318848,1.25
338328,28.4799995422363,-16.3199996948242
338661,39.8800010681152,-4.05000019073486
338994,39.5,-0.469999998807907
339327,42.2299995422363,-8.72000026702881
339660,41.6800003051758,-1.01999998092651
339993,1.37000000476837,103.980003356934
